"X1","X2","value"
"GDP_tm","avgR",0.0574861329483181
"H_p","BtRuns",-0.0574856792276136
"WPA","lgOBP",-0.0574814097315182
"WPA.LI","AIR",-0.0574473116550956
"BB_b","GB.FB",-0.0574409821221843
"RBI_tm","cumulAB",0.0574372419939342
"TB_tm","avgHR",0.0574256658482128
"BB.9","avgG",-0.0574082909075414
"TB_tm","SF",0.0573835038576079
"Ties","LD.",0.0573812826104887
"cumulG","lgOBP",0.0573792560583751
"Multiyear.Contract","BtWins",0.0573768025148312
"DefEff","cumulG",0.0573620710467749
"OWn.","Rfield",-0.057345201990176
"OPS._tm","PwrSpd",0.0573422546326018
"SH_tm","Plays",-0.0573366670256996
"Fld.","RE24.boLI",0.0573322198849702
"RA","oRAR",-0.0573313022817676
"PA_tm","League",0.0573225997217677
"IBB_b","avgSF",0.0573199891856364
"ERA.","avgR",0.0573152196735281
"Rdp","X2B",-0.0573027100009732
"IP.","Outs",0.0572995589599269
"SB_tm","Multiyear.Contract",-0.0572947087366189
"Next.Salary.ADJ","lgBA",-0.0572928535513317
"BB_p","A",0.0572888940985412
"HR_p","cumulSLG",-0.0572811218361142
"Ties","W",0.0572738514292324
"CG_p","avgSH",0.0572563157630563
"HBP_p","GF",0.0572492295312006
"Multiyear.Contract","RE24.boLI",0.0572094890411875
"WHIP","PHlev",0.0571958533627392
"TB_tm","avgR",0.0571880938283876
"R.G_p","avgRBI",-0.057187812112325
"SalaryADJ","lgOPS",-0.0571826496564345
"DS","XBH.",0.0571796181834643
"cumulPA","SB",0.0571709530879408
"RBI_tm","cumulGDP",0.0571671544917643
"Fld.","WPA.LI",0.0571484590465687
"IBB_b","cumulOPS",0.0571459540092699
"BB.9","WPA",-0.0571253966470379
"R.G_p","cumul2B",-0.0571222924517912
"SV","avgSO",0.0571188796101896
"OPS._tm","avgSH",-0.0571077582219005
"WS","RAA",0.0570883168165145
"WP","PA_tm",-0.0570862474180299
"AB_tm","RE24.boLI",0.0570726293257324
"Rtot.yr","PA_tm",0.0570715453955442
"ERA","Ties",-0.0570707144007209
"BB_b","cumulBA",0.0570698365385817
"XBH.","Rfield",-0.0570682041966162
"SO.9","RAA",0.05706062187045
"IBB_b","cumulSB",0.0570227189917943
"SLG_tm","cumulBB",0.0570146939307849
"GDP_tm","X3B",-0.0570050091921394
"DefEff","cumulPA",0.0569954155079258
"DefEff","avg2B",0.056989413529707
"Rtot.yr","BB_b",0.0569753713454443
"IBB_b","avgPA",0.056967222475443
"Fld.","REW",0.0569651665878074
"DefEff","cumulAB",0.05696318412031
"BF","SO.",-0.0569485517328171
"A","dWAR",0.0569464869489418
"CG_f","Yrs",-0.0569447197612137
"LOB_b","X162WL.",0.056944478007204
"WP","avgSB",-0.056942401054902
"R.G_p","avgIBB",-0.0569353948757897
"X.Pitch","cumulSF",-0.0569342642961254
"Champion","avgH",0.0569296852395118
"DS","Outs",0.0569284829168208
"BB_b","HR.",0.0569279645066015
"BatAge","avgHR",0.0569277204836144
"BtWins","SB",0.0569163986289134
"ERA.","avgPA",0.0569140793248334
"WS","WAA",0.0569122405226596
"H_b","BB.9",0.0569046144252912
"GDP_tm","avgSF",0.0568954250162561
"DefEff","avgH",0.0568939986588208
"ER","WPA.LI",-0.0568881281812665
"Attendance","AB_tm",0.0568861974752379
"H_p","RE24",-0.0568813140446961
"Rfield","HR",-0.0568663836238833
"X3B_tm","R_tm",0.0568481915157037
"SH_tm","TB",-0.0568442068382478
"H.9","OBP",0.0568419451719238
"SalaryADJ","SB",0.0568253688451669
"SalaryADJ","AIR",-0.0568173866489255
"Top.Player.WAR","New.Contract.Value.ADJ",0.0568105700893776
"SO_b","RE24",0.0568077356331925
"X3B_tm","cumulTB",-0.0568070402461782
"Rtot.yr","Next.WAR",0.056794529530868
"Born","OBP",-0.0567912379339034
"aLI","IP.",-0.0567900968856224
"X.Pitch","GB.FB",-0.0567879658554663
"BtWins","Rdp",-0.0567848264773959
"SO_b","Champion",-0.0567843182905674
"BK","BatAge",-0.0567664407610624
"Multiyear.Contract","GDP",0.0567240234589197
"CS_tm","aLI",0.0567206183502627
"Yrs","AB.RBI",-0.0567111428102864
"WP","cumulCS",-0.0566896551270439
"SF_tm","cumulSF",0.0566867463898749
"OPS._tm","cumulTB",0.0566803679609925
"H.9","BA",0.0566733361744242
"Ties","League",-0.0566695723393785
"W","AB.HR",-0.0566611667770155
"IP.","lgSLG",0.0566586064080691
"DP","SalaryADJ",-0.056653779563255
"SF_tm","TB",0.0566497244440087
"BtRuns","Rdp",-0.0566467243475352
"Fld.","GDP",0.0566406647016827
"W.L.","AB.HR",-0.056639271541049
"TB_tm","A",0.0566351041632423
"cumulAB","SB",0.0566344304549183
"Rtot","Multiyear.Contract",0.0566342512984165
"ERA.","avgG",0.0566317809881044
"IBB_b","avgAB",0.0566294961300734
"Rtot","Inferred.Contract",-0.0566100492422094
"DS","HR.FB",0.0565998008665179
"Payroll","IBB_p",-0.056594846587925
"HBP_b","SecA",0.0565865504117233
"PA_tm","cumulR",0.056578176526408
"L","AB.HR",0.0565732742042222
"BatAge","PA",0.0565702581308941
"DS","HR.",0.0565601406600707
"PO","Next.Salary.ADJ",0.0565530014448831
"SF_tm","IP.",0.0565495428200156
"Inn","Next.Salary.ADJ",0.0565483464727576
"League","SO",0.0565244658657314
"SLG_tm","cumulOPS.",0.0565210188176266
"X3B_tm","cumulRBI",-0.0565169788031952
"SV","League",-0.0565094912834697
"Multiyear.Contract","HR",0.05650315582417
"OWn.","Rdp",0.0564967183636757
"H_p","cumulOPS.",-0.056490704401887
"Top.Player.WAR","G_tm",0.0564687975763209
"GS","Top.Player.WAR",0.0564687975763209
"avgSH","PwrSpd",0.0564589284831566
"cgSHO","R_tm",0.0564568800675667
"LCS","cumulSO",0.0564233029640339
"HR_b","avgSO",0.0564229042232776
"SV","WPA.LI",0.056418469688351
"R.G_b","BB.9",0.0564077416852842
"CG_f","AB.RBI",0.0563969395252789
"CG_p","X3B_tm",-0.0563961235609446
"PA_tm","WPA.",0.0563928884902281
"ERA","avgIBB",-0.0563878384310812
"BK","TB",-0.0563753667763153
"Rtot","Next.WAR",0.0563744081526195
"WPA.","lgBA",-0.056361682379411
"HBP_b","WS",0.0563601634931863
"GF","ERA",0.0563478526014368
"X3B_tm","cumulBB",-0.056332974379066
"PA_tm","cumulSB",0.0563278375731787
"LCS","avg2B",0.0563072418614414
"Plays","lgBA",-0.0563004957476104
"Fld.","RE24",0.056298733714869
"Rbaser","OBP",0.0562975801473126
"PA_tm","Next.Salary.ADJ",0.0562890911428014
"HR.9","avgHR",-0.0562584853865454
"Rrep","SH",0.0562484684180383
"SO.BB","avgBB",0.0562284089238859
"OBP_tm","X2B",0.0562273948348261
"Top.Player.WAR","OPS.",0.0562255395849271
"CS_tm","avgTB",-0.0562227624003363
"Attendance","HR",0.056222419699056
"CG_f","cumulSO",-0.0562173597565284
"Clutch","BtWins",-0.0562172226971762
"WS","PwrSpd",0.056208237856488
"Champion","LD.",0.056206670901082
"CG_f","avgRBI",-0.0562066185617804
"A","avgSF",-0.0561920886210681
"Clutch","BtRuns",-0.0561883370311657
"CG_f","SalaryADJ",-0.0561860697633613
"H_p","GF",0.0561635225026027
"LOB_b","RBI",0.0561461609949743
"IP","Next.Salary.ADJ",0.0561461269198812
"WP","SO.",0.0561432271915911
"CG_p","CS",0.0561409281189716
"DefEff","cumul2B",0.0561352584142907
"PwrSpd","SH",0.0561261183722754
"IBB_p","Next.Salary.ADJ",-0.0561170707113733
"GF","CS",-0.0561066182134024
"Next.Salary","Rdp",-0.0560960787621933
"Rfield","R",0.0560896673033534
"ERA","avgR",-0.0560856608782428
"SF_tm","HR.FB",-0.0560841013786432
"BF","avgBB",-0.0560829587222315
"lgOBP","SH",0.0560824668385635
"DefEff","Next.WAR",0.0560720109233309
"cumulG","lgOPS",0.056068682999937
"SO.9","BK",-0.0560545739562691
"Attendance","CS_tm",-0.0560528367053564
"PitchAge","cumulHBP",0.0560525761958541
"BA_tm","cumulOPS",0.056044901037161
"A","avgPA",-0.0560230877717393
"LCS","SLG",0.056011713011311
"tmSHO","G_tm",0.055986069437978
"tmSHO","GS",0.055986069437978
"HR_b","X3B",-0.0559753878535626
"DefEff","Salary",0.0559673654587578
"SO_b","avgAB",-0.0559654223269872
"WS","BtWins",0.0559117680491427
"ER","avgR",-0.0559067199818585
"BB_p","cumulOBP",-0.0559035856170207
"X.Pitch","RE24.boLI",0.0558950368857327
"New.Contract.Value.ADJ","cumulAB",0.0558811202278741
"SF_tm","RAA",0.0558738898674139
"avgIBB","BAbip",0.0558616684173715
"DS","avgCS",0.0558507710711064
"WS","avgH",0.0558346066799731
"BtRuns","SB",0.0558279800449891
"Clutch","Rbat",-0.0558177078026694
"SH_tm","BB",-0.0558139466635595
"LOB_p","BatAge",-0.0558042441422516
"Born","SF",0.0558039710335303
"DP","avg3B",-0.0558007197164145
"ERA.","New.Contract.Value.ADJ",0.0557944187136334
"CG_f","BAbip",-0.0557860391711356
"SF_tm","Plays",0.0557807258967537
"HR_p","OWn.",-0.0557783870885453
"BK","lgOBP",0.0557718542265986
"RBI_tm","avgHR",0.0557580212297562
"PitchAge","waaWL.",0.0557427766091061
"ER","avgSF",-0.0557360376335989
"H_p","CG_p",-0.0557241072392561
"IBB_b","Age",0.0557227994699335
"CG_f","ISO",-0.0557224520221645
"WP","SLG_tm",-0.0557183956048892
"BB_b","WAA",0.0557113840407633
"Next.Salary.ADJ","First.Year",0.0557048492926921
"DP","oRAR",-0.0556971061384012
"Multiyear.Contract","cumulSLG",0.0556943899346104
"IP.","lgOPS",0.055683250058918
"Ch","RA",-0.0556390724917559
"cumulSF","lgBA",0.0556343240852667
"ERA.","G_tm",0.055630803098939
"GS","ERA.",0.055630803098939
"CS_tm","RC.G",-0.0555820389780391
"SV","avgGDP",0.0555637076965683
"LOB_p","IBB_b",0.0555632760670129
"W.L.","SO",0.0555627073188064
"CG_p","cumulOPS",-0.0555591301984488
"SO_b","avgG",-0.0555577423763722
"PA_tm","HR",0.0555530387179026
"cumul3B","ISO",-0.0555444662812861
"WS","BtRuns",0.055543603863496
"Multiyear.Contract","WPA",0.0555384003227349
"Inferred.Contract","cumulOPS",-0.055531784577441
"X2B_tm","cumulSH",-0.0555247712370819
"H_p","cumulSO",-0.0555210341142229
"W","SO",0.0555002809374326
"SLG_tm","cumul2B",0.0554803008227019
"E","avgBB",-0.0554666325573837
"OPS_tm","AB.HR",-0.0554598334688758
"cumulG","AIR",0.0554487180149387
"avgH","GO.AO",-0.055445693636982
"GF","OWn.",0.0554263477630642
"SH_tm","X2B",-0.055415979754513
"New.Multiyear","SalaryADJ",0.0554112369256329
"L","SO",-0.0554093888050861
"cumul3B","OPS",0.0553945512179349
"ER","avgIBB",-0.0553824483599905
"PA_tm","Yrs",0.0553644349339327
"PHlev","HR.FB",0.0553298481933265
"avgTB","Rdp",-0.0553073107945421
"Born","avgG",-0.0553008089194021
"PO","G",0.0552972141724508
"Inn","G",0.0552919077808518
"League","cumulOPS.",0.0552562330651789
"SalaryADJ","lgSLG",-0.0552534538591948
"Rdp","OPS.",-0.0552468518900327
"League","Outs",0.0552291174864394
"avgH","SH",-0.0552265251803639
"HR.9","avgIBB",-0.0552106635937782
"PitchAge","avg2B",0.0552105618365916
"Multiyear.Contract","lgBA",-0.0552102232132731
"lgBA","PA",-0.0551990020286904
"avgSH","IF.FB",0.0551936050397186
"ERA","avgSF",-0.0551917375365536
"R_tm","Rbaser",0.0551885152624417
"SV","cumulIBB",0.0551877441920178
"SV","REW",0.0551796318823724
"oWAR","Rdp",0.0551740538459354
"avgIBB","avg3B",0.0551729700079107
"IP","G",0.0551692141034269
"E","GDP",-0.0551405965160495
"avgH","aLI",0.0551288760240173
"Champion","PA",0.0551048702411737
"GDP_tm","H",0.0550659700474803
"avgHBP","CS",0.05505947808962
"Payroll","SF",0.0550590521306799
"GS","BA_tm",0.0550571426508271
"BA_tm","G_tm",0.0550571426508271
"Rfield","Rbat",-0.0550498566324848
"Rtot","OPS_tm",0.055045728666187
"BatAge","RBI",0.0550414736574561
"PitchAge","oRAR",0.0550411753069813
"SF_tm","RE24",0.0550228882228754
"X.Pitch","RE24",0.0550140916207421
"SF_tm","Salary",-0.0549958081392082
"RBI_tm","cumulG",0.054993883851208
"SB_tm","LCS",0.054992125432942
"avgCS","cumulOPS",0.0549593134737983
"X.Bat","AB.SO",-0.0549506536299823
"SV","WAR",0.0549466218410249
"H.9","cumulSO",-0.0548942231031155
"Ch","Inferred.Contract",0.0548928935053209
"New.Multiyear","avgHBP",0.0548826558918553
"IP.","AIR",0.0548756221237504
"BF","TotA",0.0548670957190925
"E","WPA.LI",-0.0548551845635075
"SO_b","RAA",0.0548519199808719
"R.G_b","Rbaser",0.0548455729273183
"PHlev","SF",0.0548412900035218
"BB_b","HR.FB",0.054841198496386
"DP","oWAR",-0.05484118343681
"SLG_tm","CG_f",-0.0548245848187039
"LD.","XBH.",0.0548226357880368
"PA_tm","X3B_tm",0.0548188156109725
"League","SF",0.0548034562769788
"X3B_tm","Salary",-0.0547957631565779
"H_p","SO.",-0.054762050331758
"Rtot.yr","X2B_tm",0.0547491549229004
"LOB_b","PHlev",0.0547472849188767
"SO.BB","GF",-0.0547316982134855
"WHIP","avgRBI",-0.0547285454297135
"Top.Player.WAR","BAbip",0.0547244803885778
"R.G_b","cumulAB",0.0547232405420917
"BB.9","Outs",-0.054710777179463
"CG_f","BB.9",-0.0546929377004148
"BA_tm","cumulCS",0.0546885620703341
"Top.Player.WAR","avgHR",0.0546784117743322
"boLI","Salary",0.0546661756663277
"X.Pitch","WPA",0.0546648607753709
"oRAR","Rdp",0.0546352917520057
"ER","SO.",-0.0546297366227373
"R.G_b","cumulGDP",0.0546273105101573
"aLI","SB",-0.0545938367471305
"SO.9","WAA",0.0545883203122465
"LCS","avgPA",0.054584392978995
"cumulSF","X3B",-0.0545793276821635
"WP","Inferred.Contract",-0.0545755705414059
"OPS_tm","X.Pitch",-0.0545694760094517
"E","RE24.boLI",-0.0545662734771662
"cumulCS","RC.G",0.0545622243646693
"HR_b","BB_p",0.0545596047033433
"OBP_tm","cumul3B",0.0545590117239665
"cumulG","lgSLG",0.054553587104104
"G_tm","Born",0.054524380080715
"GS","Born",0.054524380080715
"SLG_tm","SF",0.0545141447936094
"AB_tm","REW",0.0545126547088559
"OBP_tm","cumulSLG",0.0545082173160705
"R_tm","cumulAB",0.0544992997396774
"DefEff","New.Avg.Salary.ADJ",0.0544893224631579
"BK","RC",-0.0544753431453705
"OBP_tm","New.Avg.Salary.ADJ",0.0544742201200845
"R_tm","cumulGDP",0.0544602568706557
"X3B_tm","Age",-0.0544493567885057
"E","REW",-0.0544391945412733
"IBB_b","BB",0.054419294535177
"LCS","Salary",0.0544191072316972
"Ch","avg2B",-0.0544159572817867
"HR.9","cumulOPS",-0.0543913237603556
"RBI_tm","cumul2B",0.0543879833891204
"LOB_b","BB_p",0.054387698764326
"avgAB","LD.",0.0543854123878501
"Fld.","WPA",0.0543727609217777
"SalaryADJ","boLI",0.0543678963941555
"X3B_tm","XBH.",0.0543464767266079
"SF_tm","OWn.",0.0543451208721421
"ERA.","cumulBA",0.0543426362553242
"League","AB",0.0543321484265293
"W","BAbip",0.0543157027502266
"Multiyear.Contract","WPA.LI",0.0543133431171118
"RA","Outs",-0.0543123437486119
"SO_p","oWAR",0.0543107585952265
"avgR","Rdp",0.0543097618111362
"WS","HR",0.0542925708135512
"OBP_tm","avgRBI",0.054288683484364
"WPA","lgBA",-0.0542777126028558
"GF","OPS.",0.0542413609406771
"lgOBP","BAbip",0.0542236456949683
"avgBB","aLI",0.0542217117416686
"AB_tm","cumulSO",-0.0542041990070701
"RBI_tm","X.Pitch",-0.0542014140930251
"Rtot","R_tm",0.0541892256185661
"WAR","Rpos",-0.054186690326867
"Rtot","R.G_b",0.0541803426650267
"LD.","SecA",0.0541797555542192
"CG_f","lgSLG",-0.0541403572830039
"SLG_tm","cumulPA",0.0541374479336429
"CG_f","PHlev",-0.0541370305031455
"Champion","Plays",0.0541203571146417
"Fld.","CG_f",0.0541120539979528
"X3B_tm","cumul3B",0.054109001652468
"WPA.LI","aLI",0.0541038479463727
"PA_tm","cumulOPS.",0.0540976313410873
"Fld.","X2B_tm",0.0540890014945367
"IBB_b","BB.",0.0540886181258292
"Ch","DS",0.0540873332920858
"Ch","Rrep",-0.0540803387365278
"GDP_tm","avgRBI",0.0540789952352229
"SO.BB","SH",-0.0540776186622592
"cumulSH","lgOPS",0.0540753997257984
"H_b","A",0.0540687098076586
"Multiyear.Contract","cumulBA",0.0540600348795226
"RE24","aLI",0.054053181697647
"BatAge","TotA",0.0540510741188966
"HBP_p","BA",0.0540378544190115
"avgHBP","Rdp",-0.0540359031104749
"cumulCS","LD.",0.0540328100185629
"R.G_p","Outs",-0.0540311882604678
"WS","avg2B",0.0540253049118131
"CG_f","AB.SO",-0.0540246680897116
"ERA.","AB.RBI",-0.0540145766205191
"tmSHO","New.Avg.Salary.ADJ",0.0540064365755574
"REW","aLI",0.0540052731567508
"SV","cumulHR",0.0539967356281187
"Champion","TotA",0.0539943036202583
"PA_tm","cumulSF",0.0539935915048979
"OPS._tm","cumul2B",0.0539807626356078
"HR.9","cumulSO",-0.0539778793903568
"ERA","oWAR",-0.0539687413526743
"HR_b","CG_f",-0.0539679644123091
"A","New.Avg.Salary.ADJ",-0.0539641828058544
"GDP_tm","avgPA",0.0539524837301879
"SO.9","X.H.",0.0539379585331367
"LCS","PA",0.0539358297583468
"SH_tm","cumulOPS.",-0.0539082605969372
"WS","X3B",0.0539064534375391
"SB_tm","avgHBP",-0.0538700906596522
"W.L.","BAbip",0.0538595731867941
"Payroll","CS",-0.0538571776828643
"SO_p","X.H.",0.0538251293963731
"cumulCS","RAR",0.0538243081575716
"SO.BB","cumul3B",0.0538045271514178
"WS","OWn.",0.0538004882363237
"SH_tm","boLI",0.0537907104667851
"Rtot","Next.Salary",0.0537813485904464
"BatAge","SO",-0.0537803578989932
"AB.SO","R",0.0537681848492699
"Yrs","XBH.",-0.053750129062671
"HR_p","avgHR",-0.0537491635275822
"SF_tm","avgHBP",-0.0537384479892615
"E","avgHBP",-0.0537339915970977
"LOB_b","Age",0.0537338367776997
"E","RE24",-0.0537286256121768
"HR_b","boLI",-0.0537260163153403
"PitchAge","avgHR",0.0537255979131093
"X3B_tm","cumulR",-0.0537207090220654
"LOB_p","SO",-0.0537116464926782
"HBP_b","OBP",0.0537082512243396
"cumulSH","AIR",0.0537006485759992
"IP","GF",0.053699824972422
"avgGDP","Rfield",-0.0536901634441411
"cumulHBP","AB.HR",-0.0536846797700985
"H_b","X.H.",-0.0536748858523757
"boLI","Clutch",-0.0536747729465769
"GDP","CS",0.0536611834620592
"LCS","Next.WAR",0.0536507097928167
"Attendance","Outs",0.0536494278011851
"Top.Player.WAR","X.Bat",-0.0536365221323294
"League","PA",0.053636273645124
"BB.9","R_tm",0.0536170062544576
"CG_p","OWn.",-0.0536129392672203
"Ch","avgBB",-0.0536083903202976
"HR_p","cumulOPS",-0.0535956204575903
"X.Bat","cumulAB",-0.053559517100597
"RBI_tm","BB_p",0.0535482276772373
"GF","cumulOPS",0.0535465580257864
"SH_tm","Top.Player.WAR",-0.0535456622110158
"AB_tm","avgHBP",-0.0535396773046403
"League","X3B",-0.0535338426788888
"A","avgAB",-0.0535331248220826
"PA_tm","Next.WAR",0.0535325955542415
"X.Pitch","REW",0.0535144023729265
"LOB_p","avgPA",-0.0535046765554067
"OPS_tm","cumulSB",0.0534930571673546
"L","BAbip",-0.0534881798527781
"League","Plays",0.0534694564634489
"H.9","OWn.",-0.0534649466713854
"OPS_tm","cumulIBB",0.053463068928693
"SLG_tm","Rtot",0.0534452123955367
"SV","RE24.boLI",0.0534412534115154
"LCS","Plays",0.0534243178959942
"LCS","avgAB",0.0534194266296832
"LCS","RC.G",0.0534191342931244
"WP","First.Year",0.0534178621735265
"RBI_tm","cumulIBB",0.0534141854407275
"SLG_tm","cumulAB",0.0534138643888568
"E","cumulHBP",-0.0533959863786554
"CS_tm","avgRBI",-0.0533926138802385
"aLI","Rbat",0.0533925121838248
"BB.9","cumulOBP",-0.0533826966782765
"PHlev","dWAR",-0.0533732284783695
"WS","waaWL.",0.0533611608122596
"L","Clutch",-0.053357494047834
"R.G_b","cumulIBB",0.0533429225075279
"Attendance","XBH.",0.0533425844379222
"W.L.","Rfield",0.0533413224812874
"lgBA","SH",0.0533392692786013
"X3B_tm","cumulSO",-0.0533365340539434
"ER","Ties",-0.0533361688053112
"DP","X.Pitch",0.0533316862985172
"X3B_tm","Yrs",-0.0533301875812518
"Ties","BAbip",-0.0533027261354926
"WP","SF_tm",-0.0532926688372764
"PitchAge","IF.FB",-0.0532849493003099
"BB.9","avgIBB",-0.0532829975414999
"cumulR","IF.FB",-0.0532801678453906
"W","Rfield",0.0532800025851483
"Rtot.yr","Multiyear.Contract",0.0532761845481596
"SO_b","XBH.",0.0532670198047349
"Inn","GF",0.0532489095063737
"L","Rfield",-0.0532435131188569
"League","lgSLG",-0.0532312144639204
"PO","GF",0.0532159752669274
"GB.FB","lgOPS",-0.053200993290125
"CS_tm","GDP",-0.0531911419227841
"H_p","cumulAB",-0.0531899102342094
"SO_b","avgR",-0.0531857591462822
"HBP_b","LCS",0.0531632838492829
"BB_p","Outs",-0.0531603310100723
"SO_p","oRAR",0.0531590413486896
"W.L.","Clutch",0.0531573983486996
"RA","WPA.",-0.0531265675930034
"avgGDP","avg3B",0.0531241749187978
"SV","Rbat",0.0531214871565413
"Clutch","WPA.LI",-0.0531128934087087
"H_b","ERA.",0.053090699449798
"BB_b","PwrSpd",0.05308362443014
"R.G_p","WPA.",-0.0530783782115919
"aLI","CS",-0.0530678302246067
"Payroll","CG_f",-0.0530552142823617
"League","HR",0.053052840147501
"Fld.","boLI",0.0530519851018334
"Champion","avgTB",0.0530467458297067
"X3B_tm","GB.FB",0.0530435987319868
"X.Pitch","cumul3B",-0.0530429729446769
"IBB_b","RC",0.0530340549033493
"SF_tm","GS",0.053027755052973
"SF_tm","G_tm",0.053027755052973
"SV","RAR",0.0530060275132947
"Top.Player.WAR","X2B",0.0530032496320132
"IBB_b","cumulBB",0.0529995610389355
"LCS","SalaryADJ",0.0529979428903192
"HR_b","SO",0.0529809246073249
"Ch","R_tm",0.0529687543029965
"Attendance","DefEff",0.052940989197611
"X3B_tm","cumulHR",-0.0529369433654891
"R_tm","cumulIBB",0.0529287901091776
"OPS_tm","avgHR",0.0529276778085708
"BF","avg3B",-0.0529235471450906
"DefEff","cumulH",0.0529175417695504
"SH_tm","cumul3B",0.0529090714719198
"R.G_b","cumulG",0.0528805795904051
"Salary","SB",0.0528777878619503
"TB_tm","cumulTB",0.0528719890696137
"IBB_b","avgSB",0.0528519744547307
"HR_p","X2B",-0.0528420277909745
"LOB_p","cumulOPS.",-0.0528373098803529
"Attendance","BAbip",0.0528257674458087
"WHIP","AB",-0.0528189562982522
"WHIP","avgIBB",-0.0528171806785448
"AB_tm","WPA.LI",0.0528154884378116
"BB_p","avgG",-0.0528146000281897
"Payroll","BA",0.0528027480562912
"WPA..1","lgOPS",0.0527889119844336
"cumulCS","OWn.",0.0527884056470001
"LOB_b","Clutch",-0.0527841575749728
"E","WPA",-0.0527652649889077
"SO_p","avgTB",0.0527614225418289
"X.Bat","cumulH",-0.0527523186695376
"LOB_b","OPS.",0.0527461386913508
"GF","X3B_tm",0.0527311037628247
"LCS","cumulIBB",0.0527269164261785
"WPA..1","lgSLG",0.0527235723747669
"SV","RE24",0.0527223779254686
"W","Clutch",0.0527138404138398
"LOB_p","avgAB",-0.052698700464545
"IP.","lgOBP",0.0526775970700792
"avgIBB","cumulSB",0.0526693792769178
"X3B_tm","CS",0.0526264325783305
"Ch","X.Bat",-0.0526220829068154
"ERA","oRAR",-0.0526194725889044
"H.9","WPA",-0.0526162009597579
"LCS","AB",0.0526137925289998
"DefEff","Outs",0.0526088836062105
"R_tm","cumulG",0.0526080939487793
"X2B_tm","Clutch",-0.0526051772229642
"avgSF","IF.FB",-0.0526000183346309
"X.Bat","cumulSB",-0.0525949622038749
"cgSHO","Age",0.0525909642534417
"GDP_tm","AB.HR",0.0525849297833906
"Champion","IBB",0.0525781585620441
"IBB_p","WAA",-0.0525734910762063
"LOB_b","WAA",0.0525707537975365
"X3B_tm","DS",0.0525474945013137
"BAbip","dWAR",-0.0525469569643806
"Ties","avgCS",0.052537736693966
"LCS","avgBB",0.0525278629560116
"CG_f","cumulGDP",-0.0525225620734213
"Ties","cumul2B",0.0525090119779136
"X3B_tm","W.L.",-0.052502748919967
"BF","G_tm",0.0524850938823943
"GS","BF",0.0524850938823943
"cumul2B","Rbaser",-0.0524834941280019
"BB_p","Multiyear.Contract",-0.0524693644946162
"Rtot.yr","Next.Salary",0.0524652700991803
"boLI","Rfield",-0.0524628645691641
"Payroll","cumulCS",0.0524609553765651
"SO_b","avgPA",-0.0524443848825762
"cumul3B","REW",0.0524399067259311
"Rrep","Rfield",0.0524312934275032
"boLI","BB.",0.0524293542246305
"LCS","avgRBI",0.0524264698277509
"cgSHO","League",-0.0524190348683817
"X.Pitch","cumulSLG",0.0524130908268472
"BB_p","avgIBB",-0.0524056421275015
"SLG_tm","cumulG",0.0523811016843161
"SO_b","WAA",0.0523507514375172
"RE24.boLI","lgBA",-0.0523490900614243
"X.Pitch","avgCS",-0.0523303973718072
"Payroll","Inn",0.052328519502834
"H_p","cumulPA",-0.0523135442235282
"Payroll","PO",0.0523133926731647
"WPA.LI","Rfield",-0.0523079134529033
"DS","avgGDP",0.0522828734557431
"SF_tm","RE24.boLI",0.0522795368580131
"RE24.boLI","aLI",0.0522761887821452
"cumulSB","GO.AO",0.0522659019289727
"HR_p","SO.",-0.0522653266439945
"Payroll","IBB_b",0.052251037422758
"WHIP","OWn.",-0.0522374783885629
"H_b","Next.Salary",0.0522343941871957
"Rbat","CS",0.0522294058270607
"H_p","IBB",-0.052221457943794
"Inn","X3B_tm",-0.0522178638505777
"PO","X3B_tm",-0.0522172006097708
"X.Pitch","cumulSH",-0.052205475100717
"X3B_tm","L",0.0521866564450882
"H.9","cumulAB",-0.0521792541747497
"BB_p","WPA",-0.0521426754346431
"E","cumulH",-0.0521413784836776
"cumulH","CS",0.0521408311833001
"SF_tm","X162WL.",0.052138994790458
"WS","avgTB",0.0521159636562937
"X3B_tm","W",-0.0520924310141817
"Top.Player.WAR","avgRBI",0.0520899661981419
"lgBA","Rrep",-0.0520806290979142
"H.9","SO.",-0.0520805320617147
"X2B_tm","avgSH",-0.0520566364771641
"CG_p","OPS.",-0.0520522780527088
"X.Bat","Age",-0.0520469493951473
"BB.","lgOBP",0.0520448771208841
"IP","X3B_tm",-0.0520097956575669
"HR_p","cumulSO",-0.0520048792796857
"avgHR","PHlev",0.0520040531477484
"ERA","SO.",-0.0520028827614529
"BB.9","Clutch",-0.0519909326311731
"X.Bat","cumulPA",-0.051987778301344
"BK","WAR",-0.0519875866641799
"R_tm","avgHBP",-0.0519863214022066
"boLI","WPA..1",-0.0519834207378797
"LOB_b","H",0.0519717188044236
"RE24.boLI","lgOBP",-0.0519478839969359
"SF_tm","PA",0.0519452268824042
"E","OPS.",-0.0519307681961072
"R.G_b","SO.",-0.0519289744347089
"Ties","cumulHBP",0.0519124404342678
"Top.Player.WAR","SalaryADJ",0.0519050983885652
"X.Pitch","cumulR",-0.0518946971902937
"BB.9","AB",-0.0518806000950349
"OPS._tm","cumulSF",0.0518792025849575
"HR_p","Multiyear.Contract",-0.051871953439621
"BA_tm","GO.AO",0.0518711558420781
"cgSHO","cumulSLG",-0.0518683391964203
